,期号,日期,号码,百,十,个,和值,和值（同比）跨度,年份,和尾,百大小,十大小,个大小,和尾大小,百奇偶,十奇偶,个奇偶,百余数,十余数,个余数,百ZH,十ZH,个ZH,和尾ZH,跨度
2881,12333,2012/12/5,25,0,2,5,7,5,2012,7,小,小,大,大,偶,偶,奇,0,2,2,他,质,质,质,3
2882,12334,2012/12/6,524,5,2,4,11,4,2012,1,大,小,小,小,奇,偶,偶,2,2,1,质,质,合,他,3
2883,12335,2012/12/7,893,8,9,3,20,9,2012,0,大,大,小,小,偶,奇,奇,2,0,0,合,合,质,他,6
2884,12336,2012/12/8,557,5,5,7,17,3,2012,7,大,大,大,大,奇,奇,奇,2,2,1,质,质,质,质,2
2885,12337,2012/12/9,462,4,6,2,12,5,2012,2,小,大,小,小,偶,偶,偶,1,0,2,合,合,质,质,4
2886,12338,2012/12/10,331,3,3,1,7,5,2012,7,小,小,小,大,奇,奇,奇,0,0,1,质,质,他,质,2
2887,12339,2012/12/11,274,2,7,4,13,6,2012,3,小,大,小,小,偶,奇,偶,2,1,1,质,质,合,质,5
2888,12340,2012/12/12,654,6,5,4,15,2,2012,5,大,大,小,大,偶,奇,偶,0,2,1,合,质,合,质,2
2889,12341,2012/12/13,472,4,7,2,13,2,2012,3,小,大,小,小,偶,奇,偶,1,1,2,合,质,质,质,5
2890,12342,2012/12/14,492,4,9,2,15,2,2012,5,小,大,小,大,偶,奇,偶,1,0,2,合,合,质,质,7
2891,12343,2012/12/15,722,7,2,2,11,4,2012,1,大,小,小,小,奇,偶,偶,1,2,2,质,质,质,他,5
2892,12344,2012/12/16,488,4,8,8,20,9,2012,0,小,大,大,小,偶,偶,偶,1,2,2,合,合,合,他,4
2893,12345,2012/12/17,390,3,9,0,12,8,2012,2,小,大,小,小,奇,奇,偶,0,0,0,质,合,他,质,9
2894,12346,2012/12/18,437,4,3,7,14,2,2012,4,小,小,大,小,偶,奇,奇,1,0,1,合,质,质,合,4
2895,12347,2012/12/19,419,4,1,9,14,0,2012,4,小,小,大,小,偶,奇,奇,1,1,0,合,他,合,合,8
2896,12348,2012/12/20,821,8,2,1,11,3,2012,1,大,小,小,小,偶,偶,奇,2,2,1,合,质,他,他,7
2897,12349,2012/12/21,41,0,4,1,5,6,2012,5,小,小,小,大,偶,偶,奇,0,1,1,他,合,他,质,3
2898,12350,2012/12/22,896,8,9,6,23,18,2012,3,大,大,大,小,偶,奇,偶,2,0,0,合,合,合,质,3
2899,12351,2012/12/23,992,9,9,2,20,3,2012,0,大,大,小,小,奇,奇,偶,0,0,2,合,合,质,他,7
2900,12352,2012/12/24,944,9,4,4,17,3,2012,7,大,小,小,大,奇,偶,偶,0,1,1,合,合,合,质,5
2901,12353,2012/12/25,469,4,6,9,19,2,2012,9,小,大,大,大,偶,偶,奇,1,0,0,合,合,合,合,5
2902,12354,2012/12/26,183,1,8,3,12,7,2012,2,小,大,小,小,奇,偶,奇,1,2,0,他,合,质,质,7
2903,12355,2012/12/27,369,3,6,9,18,6,2012,8,小,大,大,大,奇,偶,奇,0,0,0,质,合,合,合,6
2904,12356,2012/12/28,462,4,6,2,12,6,2012,2,小,大,小,小,偶,偶,偶,1,0,2,合,合,质,质,4
2905,12357,2012/12/29,111,1,1,1,3,9,2012,3,小,小,小,小,奇,奇,奇,1,1,1,他,他,他,质,0
2906,12358,2012/12/30,12,0,1,2,3,0,2012,3,小,小,小,小,偶,奇,偶,0,1,2,他,他,质,质,1
2907,12359,2012/12/31,146,1,4,6,11,8,2012,1,小,小,大,小,奇,偶,偶,1,1,0,他,合,合,他,5
2908,13001,2013/1/1,524,5,2,4,11,0,2013,1,大,小,小,小,奇,偶,偶,2,2,1,质,质,合,他,3
2909,13002,2013/1/2,599,5,9,9,23,12,2013,3,大,大,大,小,奇,奇,奇,2,0,0,质,合,合,质,4
2910,13003,2013/1/3,724,7,2,4,13,10,2013,3,大,小,小,小,奇,偶,偶,1,2,1,质,质,合,质,5
2911,13004,2013/1/4,184,1,8,4,13,0,2013,3,小,大,小,小,奇,偶,偶,1,2,1,他,合,合,质,7
2912,13005,2013/1/5,468,4,6,8,18,5,2013,8,小,大,大,大,偶,偶,偶,1,0,2,合,合,合,合,4
2913,13006,2013/1/6,853,8,5,3,16,2,2013,6,大,大,小,大,偶,奇,奇,2,2,0,合,质,质,合,5
2914,13007,2013/1/7,626,6,2,6,14,2,2013,4,大,小,大,小,偶,偶,偶,0,2,0,合,质,合,合,4
2915,13008,2013/1/8,599,5,9,9,23,9,2013,3,大,大,大,小,奇,奇,奇,2,0,0,质,合,合,质,4
2916,13009,2013/1/9,574,5,7,4,16,7,2013,6,大,大,小,大,奇,奇,偶,2,1,1,质,质,合,合,3
2917,13010,2013/1/10,688,6,8,8,22,6,2013,2,大,大,大,小,偶,偶,偶,0,2,2,合,合,合,质,2
2918,13011,2013/1/11,618,6,1,8,15,7,2013,5,大,小,大,大,偶,奇,偶,0,1,2,合,他,合,质,7
2919,13012,2013/1/12,760,7,6,0,13,2,2013,3,大,大,小,小,奇,偶,偶,1,0,0,质,合,他,质,7
2920,13013,2013/1/13,292,2,9,2,13,0,2013,3,小,大,小,小,偶,奇,偶,2,0,2,质,合,质,质,7
2921,13014,2013/1/14,266,2,6,6,14,1,2013,4,小,大,大,小,偶,偶,偶,2,0,0,质,合,合,合,4
2922,13015,2013/1/15,647,6,4,7,17,3,2013,7,大,小,大,大,偶,偶,奇,0,1,1,合,合,质,质,3
2923,13016,2013/1/16,708,7,0,8,15,2,2013,5,大,小,大,大,奇,偶,偶,1,0,2,质,他,合,质,8
2924,13017,2013/1/17,359,3,5,9,17,2,2013,7,小,大,大,大,奇,奇,奇,0,2,0,质,质,合,质,6
2925,13018,2013/1/18,824,8,2,4,14,3,2013,4,大,小,小,小,偶,偶,偶,2,2,1,合,质,合,合,6
2926,13019,2013/1/19,567,5,6,7,18,4,2013,8,大,大,大,大,奇,偶,奇,2,0,1,质,合,质,合,2
2927,13020,2013/1/20,963,9,6,3,18,0,2013,8,大,大,小,大,奇,偶,奇,0,0,0,合,合,质,合,6
2928,13021,2013/1/21,719,7,1,9,17,1,2013,7,大,小,大,大,奇,奇,奇,1,1,0,质,他,合,质,8
2929,13022,2013/1/22,744,7,4,4,15,2,2013,5,大,小,小,大,奇,偶,偶,1,1,1,质,合,合,质,3
2930,13023,2013/1/23,672,6,7,2,15,0,2013,5,大,大,小,大,偶,奇,偶,0,1,2,合,质,质,质,5
2931,13024,2013/1/24,859,8,5,9,22,7,2013,2,大,大,大,小,偶,奇,奇,2,2,0,合,质,合,质,4
2932,13025,2013/1/25,322,3,2,2,7,15,2013,7,小,小,小,大,奇,偶,偶,0,2,2,质,质,质,质,1
2933,13026,2013/1/26,895,8,9,5,22,15,2013,2,大,大,大,小,偶,奇,奇,2,0,2,合,合,质,质,4
2934,13027,2013/1/27,490,4,9,0,13,9,2013,3,小,大,小,小,偶,奇,偶,1,0,0,合,合,他,质,9
2935,13028,2013/1/28,72,0,7,2,9,4,2013,9,小,大,小,大,偶,奇,偶,0,1,2,他,质,质,合,5
2936,13029,2013/1/29,722,7,2,2,11,2,2013,1,大,小,小,小,奇,偶,偶,1,2,2,质,质,质,他,5
2937,13030,2013/1/30,354,3,5,4,12,1,2013,2,小,大,小,小,奇,奇,偶,0,2,1,质,质,合,质,2
2938,13031,2013/1/31,593,5,9,3,17,5,2013,7,大,大,小,大,奇,奇,奇,2,0,0,质,合,质,质,6
2939,13032,2013/2/1,898,8,9,8,25,8,2013,5,大,大,大,大,偶,奇,偶,2,0,2,合,合,合,质,1
2940,13033,2013/2/2,325,3,2,5,10,15,2013,0,小,小,大,小,奇,偶,奇,0,2,2,质,质,质,他,3
2941,13034,2013/2/3,690,6,9,0,15,5,2013,5,大,大,小,大,偶,奇,偶,0,0,0,合,合,他,质,9
2942,13035,2013/2/4,446,4,4,6,14,1,2013,4,小,小,大,小,偶,偶,偶,1,1,0,合,合,合,合,2
2943,13036,2013/2/5,921,9,2,1,12,2,2013,2,大,小,小,小,奇,偶,奇,0,2,1,合,质,他,质,8
2944,13037,2013/2/6,365,3,6,5,14,2,2013,4,小,大,大,小,奇,偶,奇,0,0,2,质,合,质,合,3
2945,13038,2013/2/7,806,8,0,6,14,0,2013,4,大,小,大,小,偶,偶,偶,2,0,0,合,他,合,合,8
2946,13039,2013/2/8,911,9,1,1,11,3,2013,1,大,小,小,小,奇,奇,奇,0,1,1,合,他,他,他,8
2947,13040,2013/2/16,898,8,9,8,25,14,2013,5,大,大,大,大,偶,奇,偶,2,0,2,合,合,合,质,1
2948,13041,2013/2/17,986,9,8,6,23,2,2013,3,大,大,大,小,奇,偶,偶,0,2,0,合,合,合,质,3
2949,13042,2013/2/18,91,0,9,1,10,13,2013,0,小,大,小,小,偶,奇,奇,0,0,1,他,合,他,他,8
2950,13043,2013/2/19,530,5,3,0,8,2,2013,8,大,小,小,大,奇,奇,偶,2,0,0,质,质,他,合,5
2951,13044,2013/2/20,731,7,3,1,11,3,2013,1,大,小,小,小,奇,奇,奇,1,0,1,质,质,他,他,6
2952,13045,2013/2/21,299,2,9,9,20,9,2013,0,小,大,大,小,偶,奇,奇,2,0,0,质,合,合,他,7
2953,13046,2013/2/22,446,4,4,6,14,6,2013,4,小,小,大,小,偶,偶,偶,1,1,0,合,合,合,合,2
2954,13047,2013/2/23,72,0,7,2,9,5,2013,9,小,大,小,大,偶,奇,偶,0,1,2,他,质,质,合,5
2955,13048,2013/2/24,263,2,6,3,11,2,2013,1,小,大,小,小,偶,偶,奇,2,0,0,质,合,质,他,4
2956,13049,2013/2/25,728,7,2,8,17,6,2013,7,大,小,大,大,奇,偶,偶,1,2,2,质,质,合,质,6
2957,13050,2013/2/26,221,2,2,1,5,12,2013,5,小,小,小,大,偶,偶,奇,2,2,1,质,质,他,质,1
2958,13051,2013/2/27,652,6,5,2,13,8,2013,3,大,大,小,小,偶,奇,偶,0,2,2,合,质,质,质,4
2959,13052,2013/2/28,642,6,4,2,12,1,2013,2,大,小,小,小,偶,偶,偶,0,1,2,合,合,质,质,4
2960,13053,2013/3/1,212,2,1,2,5,7,2013,5,小,小,小,大,偶,奇,偶,2,1,2,质,他,质,质,1
2961,13054,2013/3/2,732,7,3,2,12,7,2013,2,大,小,小,小,奇,奇,偶,1,0,2,质,质,质,质,5
2962,13055,2013/3/3,53,0,5,3,8,4,2013,8,小,大,小,大,偶,奇,奇,0,2,0,他,质,质,合,2
2963,13056,2013/3/4,481,4,8,1,13,5,2013,3,小,大,小,小,偶,偶,奇,1,2,1,合,合,他,质,7
2964,13057,2013/3/5,639,6,3,9,18,5,2013,8,大,小,大,大,偶,奇,奇,0,0,0,合,质,合,合,6
2965,13058,2013/3/6,248,2,4,8,14,4,2013,4,小,小,大,小,偶,偶,偶,2,1,2,质,合,合,合,6
2966,13059,2013/3/7,954,9,5,4,18,4,2013,8,大,大,小,大,奇,奇,偶,0,2,1,合,质,合,合,5
2967,13060,2013/3/8,530,5,3,0,8,10,2013,8,大,小,小,大,奇,奇,偶,2,0,0,质,质,他,合,5
2968,13061,2013/3/9,106,1,0,6,7,1,2013,7,小,小,大,大,奇,偶,偶,1,0,0,他,他,合,质,6
2969,13062,2013/3/10,143,1,4,3,8,1,2013,8,小,小,小,大,奇,偶,奇,1,1,0,他,合,质,合,3
2970,13063,2013/3/11,882,8,8,2,18,10,2013,8,大,大,小,大,偶,偶,偶,2,2,2,合,合,质,合,6
2971,13064,2013/3/12,465,4,6,5,15,3,2013,5,小,大,大,大,偶,偶,奇,1,0,2,合,合,质,质,2
2972,13065,2013/3/13,222,2,2,2,6,9,2013,6,小,小,小,大,偶,偶,偶,2,2,2,质,质,质,合,0
2973,13066,2013/3/14,158,1,5,8,14,8,2013,4,小,大,大,小,奇,奇,偶,1,2,2,他,质,合,合,7
2974,13067,2013/3/15,44,0,4,4,8,6,2013,8,小,小,小,大,偶,偶,偶,0,1,1,他,合,合,合,0
2975,13068,2013/3/16,244,2,4,4,10,2,2013,0,小,小,小,小,偶,偶,偶,2,1,1,质,合,合,他,2
2976,13069,2013/3/17,119,1,1,9,11,1,2013,1,小,小,大,小,奇,奇,奇,1,1,0,他,他,合,他,8
2977,13070,2013/3/18,149,1,4,9,14,3,2013,4,小,小,大,小,奇,偶,奇,1,1,0,他,合,合,合,8
2978,13071,2013/3/19,40,0,4,0,4,10,2013,4,小,小,小,小,偶,偶,偶,0,1,0,他,合,他,合,4
2979,13072,2013/3/20,330,3,3,0,6,2,2013,6,小,小,小,大,奇,奇,偶,0,0,0,质,质,他,合,3
2980,13073,2013/3/21,43,0,4,3,7,1,2013,7,小,小,小,大,偶,偶,奇,0,1,0,他,合,质,质,1
2981,13074,2013/3/22,858,8,5,8,21,14,2013,1,大,大,大,小,偶,奇,偶,2,2,2,合,质,合,他,3
2982,13075,2013/3/23,954,9,5,4,18,3,2013,8,大,大,小,大,奇,奇,偶,0,2,1,合,质,合,合,5
2983,13076,2013/3/24,545,5,4,5,14,4,2013,4,大,小,大,小,奇,偶,奇,2,1,2,质,合,质,合,1
2984,13077,2013/3/25,911,9,1,1,11,3,2013,1,大,小,小,小,奇,奇,奇,0,1,1,合,他,他,他,8
2985,13078,2013/3/26,666,6,6,6,18,7,2013,8,大,大,大,大,偶,偶,偶,0,0,0,合,合,合,合,0
2986,13079,2013/3/27,154,1,5,4,10,8,2013,0,小,大,小,小,奇,奇,偶,1,2,1,他,质,合,他,4
2987,13080,2013/3/28,237,2,3,7,12,2,2013,2,小,小,大,小,偶,奇,奇,2,0,1,质,质,质,质,5
2988,13081,2013/3/29,842,8,4,2,14,2,2013,4,大,小,小,小,偶,偶,偶,2,1,2,合,合,质,合,6
2989,13082,2013/3/30,546,5,4,6,15,1,2013,5,大,小,大,大,奇,偶,偶,2,1,0,质,合,合,质,2
2990,13083,2013/3/31,752,7,5,2,14,1,2013,4,大,大,小,小,奇,奇,偶,1,2,2,质,质,质,合,5
2991,13084,2013/4/1,125,1,2,5,8,6,2013,8,小,小,大,大,奇,偶,奇,1,2,2,他,质,质,合,4
2992,13085,2013/4/2,527,5,2,7,14,6,2013,4,大,小,大,小,奇,偶,奇,2,2,1,质,质,质,合,5
2993,13086,2013/4/3,679,6,7,9,22,8,2013,2,大,大,大,小,偶,奇,奇,0,1,0,合,质,合,质,3
2994,13087,2013/4/4,7,0,0,7,7,15,2013,7,小,小,大,大,偶,偶,奇,0,0,1,他,他,质,质,0
2995,13088,2013/4/5,806,8,0,6,14,7,2013,4,大,小,大,小,偶,偶,偶,2,0,0,合,他,合,合,8
2996,13089,2013/4/6,30,0,3,0,3,11,2013,3,小,小,小,小,偶,奇,偶,0,0,0,他,质,他,质,3
2997,13090,2013/4/7,143,1,4,3,8,5,2013,8,小,小,小,大,奇,偶,奇,1,1,0,他,合,质,合,3
2998,13091,2013/4/8,22,0,2,2,4,4,2013,4,小,小,小,小,偶,偶,偶,0,2,2,他,质,质,合,0
2999,13092,2013/4/9,691,6,9,1,16,12,2013,6,大,大,小,大,偶,奇,奇,0,0,1,合,合,他,合,8
3000,13093,2013/4/10,473,4,7,3,14,2,2013,4,小,大,小,小,偶,奇,奇,1,1,0,合,质,质,合,4
3001,13094,2013/4/11,502,5,0,2,7,7,2013,7,大,小,小,大,奇,偶,偶,2,0,2,质,他,质,质,5
3002,13095,2013/4/12,502,5,0,2,7,0,2013,7,大,小,小,大,奇,偶,偶,2,0,2,质,他,质,质,5
3003,13096,2013/4/13,342,3,4,2,9,2,2013,9,小,小,小,大,奇,偶,偶,0,1,2,质,合,质,合,2
3004,13097,2013/4/14,493,4,9,3,16,7,2013,6,小,大,小,大,偶,奇,奇,1,0,0,合,合,质,合,6
3005,13098,2013/4/15,249,2,4,9,15,1,2013,5,小,小,大,大,偶,偶,奇,2,1,0,质,合,合,质,7
3006,13099,2013/4/16,78,0,7,8,15,0,2013,5,小,大,大,大,偶,奇,偶,0,1,2,他,质,合,质,1
3007,13100,2013/4/17,764,7,6,4,17,2,2013,7,大,大,小,大,奇,偶,偶,1,0,1,质,合,合,质,3
3008,13101,2013/4/18,238,2,3,8,13,4,2013,3,小,小,大,小,偶,奇,偶,2,0,2,质,质,合,质,6
3009,13102,2013/4/19,862,8,6,2,16,3,2013,6,大,大,小,大,偶,偶,偶,2,0,2,合,合,质,合,6
3010,13103,2013/4/20,979,9,7,9,25,9,2013,5,大,大,大,大,奇,奇,奇,0,1,0,合,质,合,质,2
3011,13104,2013/4/21,845,8,4,5,17,8,2013,7,大,小,大,大,偶,偶,奇,2,1,2,合,合,质,质,4
3012,13105,2013/4/22,820,8,2,0,10,7,2013,0,大,小,小,小,偶,偶,偶,2,2,0,合,质,他,他,8
3013,13106,2013/4/23,511,5,1,1,7,3,2013,7,大,小,小,大,奇,奇,奇,2,1,1,质,他,他,质,4
3014,13107,2013/4/24,760,7,6,0,13,6,2013,3,大,大,小,小,奇,偶,偶,1,0,0,质,合,他,质,7
3015,13108,2013/4/25,320,3,2,0,5,8,2013,5,小,小,小,大,奇,偶,偶,0,2,0,质,质,他,质,3
3016,13109,2013/4/26,62,0,6,2,8,3,2013,8,小,大,小,大,偶,偶,偶,0,0,2,他,合,质,合,4
3017,13110,2013/4/27,164,1,6,4,11,3,2013,1,小,大,小,小,奇,偶,偶,1,0,1,他,合,合,他,5
3018,13111,2013/4/28,181,1,8,1,10,1,2013,0,小,大,小,小,奇,偶,奇,1,2,1,他,合,他,他,7
3019,13112,2013/4/29,606,6,0,6,12,2,2013,2,大,小,大,小,偶,偶,偶,0,0,0,合,他,合,质,6
3020,13113,2013/4/30,593,5,9,3,17,5,2013,7,大,大,小,大,奇,奇,奇,2,0,0,质,合,质,质,6
3021,13114,2013/5/1,246,2,4,6,12,5,2013,2,小,小,大,小,偶,偶,偶,2,1,0,质,合,合,质,4
3022,13115,2013/5/2,988,9,8,8,25,13,2013,5,大,大,大,大,奇,偶,偶,0,2,2,合,合,合,质,1
3023,13116,2013/5/3,47,0,4,7,11,14,2013,1,小,小,大,小,偶,偶,奇,0,1,1,他,合,质,他,3
3024,13117,2013/5/4,829,8,2,9,19,8,2013,9,大,小,大,大,偶,偶,奇,2,2,0,合,质,合,合,7
3025,13118,2013/5/5,405,4,0,5,9,10,2013,9,小,小,大,大,偶,偶,奇,1,0,2,合,他,质,合,5
3026,13119,2013/5/6,99,0,9,9,18,9,2013,8,小,大,大,大,偶,奇,奇,0,0,0,他,合,合,合,0
3027,13120,2013/5/7,290,2,9,0,11,7,2013,1,小,大,小,小,偶,奇,偶,2,0,0,质,合,他,他,9
3028,13121,2013/5/8,565,5,6,5,16,5,2013,6,大,大,大,大,奇,偶,奇,2,0,2,质,合,质,合,1
3029,13122,2013/5/9,877,8,7,7,22,6,2013,2,大,大,大,小,偶,奇,奇,2,1,1,合,质,质,质,1
3030,13123,2013/5/10,57,0,5,7,12,10,2013,2,小,大,大,小,偶,奇,奇,0,2,1,他,质,质,质,2
3031,13124,2013/5/11,363,3,6,3,12,0,2013,2,小,大,小,小,奇,偶,奇,0,0,0,质,合,质,质,3
3032,13125,2013/5/12,443,4,4,3,11,1,2013,1,小,小,小,小,偶,偶,奇,1,1,0,合,合,质,他,1
3033,13126,2013/5/13,630,6,3,0,9,2,2013,9,大,小,小,大,偶,奇,偶,0,0,0,合,质,他,合,6
3034,13127,2013/5/14,539,5,3,9,17,8,2013,7,大,小,大,大,奇,奇,奇,2,0,0,质,质,合,质,6
3035,13128,2013/5/15,82,0,8,2,10,7,2013,0,小,大,小,小,偶,偶,偶,0,2,2,他,合,质,他,6
3036,13129,2013/5/16,86,0,8,6,14,4,2013,4,小,大,大,小,偶,偶,偶,0,2,0,他,合,合,合,2
3037,13130,2013/5/17,43,0,4,3,7,7,2013,7,小,小,小,大,偶,偶,奇,0,1,0,他,合,质,质,1
3038,13131,2013/5/18,392,3,9,2,14,7,2013,4,小,大,小,小,奇,奇,偶,0,0,2,质,合,质,合,7
3039,13132,2013/5/19,104,1,0,4,5,9,2013,5,小,小,小,大,奇,偶,偶,1,0,1,他,他,合,质,4
3040,13133,2013/5/20,22,0,2,2,4,1,2013,4,小,小,小,小,偶,偶,偶,0,2,2,他,质,质,合,0
3041,13134,2013/5/21,260,2,6,0,8,4,2013,8,小,大,小,大,偶,偶,偶,2,0,0,质,合,他,合,6
3042,13135,2013/5/22,349,3,4,9,16,8,2013,6,小,小,大,大,奇,偶,奇,0,1,0,质,合,合,合,6
3043,13136,2013/5/23,568,5,6,8,19,3,2013,9,大,大,大,大,奇,偶,偶,2,0,2,质,合,合,合,3
3044,13137,2013/5/24,102,1,0,2,3,16,2013,3,小,小,小,小,奇,偶,偶,1,0,2,他,他,质,质,2
3045,13138,2013/5/25,40,0,4,0,4,1,2013,4,小,小,小,小,偶,偶,偶,0,1,0,他,合,他,合,4
3046,13139,2013/5/26,32,0,3,2,5,1,2013,5,小,小,小,大,偶,奇,偶,0,0,2,他,质,质,质,1
3047,13140,2013/5/27,857,8,5,7,20,15,2013,0,大,大,大,小,偶,奇,奇,2,2,1,合,质,质,他,3
3048,13141,2013/5/28,462,4,6,2,12,8,2013,2,小,大,小,小,偶,偶,偶,1,0,2,合,合,质,质,4
3049,13142,2013/5/29,914,9,1,4,14,2,2013,4,大,小,小,小,奇,奇,偶,0,1,1,合,他,合,合,8
3050,13143,2013/5/30,862,8,6,2,16,2,2013,6,大,大,小,大,偶,偶,偶,2,0,2,合,合,质,合,6
3051,13144,2013/5/31,152,1,5,2,8,8,2013,8,小,大,小,大,奇,奇,偶,1,2,2,他,质,质,合,4
3052,13145,2013/6/1,280,2,8,0,10,2,2013,0,小,大,小,小,偶,偶,偶,2,2,0,质,合,他,他,8
3053,13146,2013/6/2,721,7,2,1,10,0,2013,0,大,小,小,小,奇,偶,奇,1,2,1,质,质,他,他,6
3054,13147,2013/6/3,622,6,2,2,10,0,2013,0,大,小,小,小,偶,偶,偶,0,2,2,合,质,质,他,4
3055,13148,2013/6/4,803,8,0,3,11,1,2013,1,大,小,小,小,偶,偶,奇,2,0,0,合,他,质,他,8
3056,13149,2013/6/5,936,9,3,6,18,7,2013,8,大,小,大,大,奇,奇,偶,0,0,0,合,质,合,合,6
3057,13150,2013/6/6,36,0,3,6,9,9,2013,9,小,小,大,大,偶,奇,偶,0,0,0,他,质,合,合,3
3058,13151,2013/6/7,876,8,7,6,21,12,2013,1,大,大,大,小,偶,奇,偶,2,1,0,合,质,合,他,2
3059,13152,2013/6/8,438,4,3,8,15,6,2013,5,小,小,大,大,偶,奇,偶,1,0,2,合,质,合,质,5
3060,13153,2013/6/9,270,2,7,0,9,6,2013,9,小,大,小,大,偶,奇,偶,2,1,0,质,质,他,合,7
3061,13154,2013/6/10,954,9,5,4,18,9,2013,8,大,大,小,大,奇,奇,偶,0,2,1,合,质,合,合,5
3062,13155,2013/6/11,96,0,9,6,15,3,2013,5,小,大,大,大,偶,奇,偶,0,0,0,他,合,合,质,3
3063,13156,2013/6/12,128,1,2,8,11,4,2013,1,小,小,大,小,奇,偶,偶,1,2,2,他,质,合,他,7
3064,13157,2013/6/13,588,5,8,8,21,10,2013,1,大,大,大,小,奇,偶,偶,2,2,2,质,合,合,他,3
3065,13158,2013/6/14,470,4,7,0,11,10,2013,1,小,大,小,小,偶,奇,偶,1,1,0,合,质,他,他,7
3066,13159,2013/6/15,554,5,5,4,14,3,2013,4,大,大,小,小,奇,奇,偶,2,2,1,质,质,合,合,1
3067,13160,2013/6/16,36,0,3,6,9,5,2013,9,小,小,大,大,偶,奇,偶,0,0,0,他,质,合,合,3
3068,13161,2013/6/17,133,1,3,3,7,2,2013,7,小,小,小,大,奇,奇,奇,1,0,0,他,质,质,质,2
3069,13162,2013/6/18,199,1,9,9,19,12,2013,9,小,大,大,大,奇,奇,奇,1,0,0,他,合,合,合,8
3070,13163,2013/6/19,142,1,4,2,7,12,2013,7,小,小,小,大,奇,偶,偶,1,1,2,他,合,质,质,3
3071,13164,2013/6/20,951,9,5,1,15,8,2013,5,大,大,小,大,奇,奇,奇,0,2,1,合,质,他,质,8
3072,13165,2013/6/21,581,5,8,1,14,1,2013,4,大,大,小,小,奇,偶,奇,2,2,1,质,合,他,合,7
3073,13166,2013/6/22,444,4,4,4,12,2,2013,2,小,小,小,小,偶,偶,偶,1,1,1,合,合,合,质,0
3074,13167,2013/6/23,341,3,4,1,8,4,2013,8,小,小,小,大,奇,偶,奇,0,1,1,质,合,他,合,3
3075,13168,2013/6/24,844,8,4,4,16,8,2013,6,大,小,小,大,偶,偶,偶,2,1,1,合,合,合,合,4
3076,13169,2013/6/25,273,2,7,3,12,4,2013,2,小,大,小,小,偶,奇,奇,2,1,0,质,质,质,质,5
3077,13170,2013/6/26,478,4,7,8,19,7,2013,9,小,大,大,大,偶,奇,偶,1,1,2,合,质,合,合,4
3078,13171,2013/6/27,27,0,2,7,9,10,2013,9,小,小,大,大,偶,偶,奇,0,2,1,他,质,质,合,5
3079,13172,2013/6/28,219,2,1,9,12,3,2013,2,小,小,大,小,偶,奇,奇,2,1,0,质,他,合,质,8
3080,13173,2013/6/29,384,3,8,4,15,3,2013,5,小,大,小,大,奇,偶,偶,0,2,1,质,合,合,质,5
3081,13174,2013/6/30,261,2,6,1,9,6,2013,9,小,大,小,大,偶,偶,奇,2,0,1,质,合,他,合,5
3082,13175,2013/7/1,652,6,5,2,13,4,2013,3,大,大,小,小,偶,奇,偶,0,2,2,合,质,质,质,4
3083,13176,2013/7/2,641,6,4,1,11,2,2013,1,大,小,小,小,偶,偶,奇,0,1,1,合,合,他,他,5
3084,13177,2013/7/3,396,3,9,6,18,7,2013,8,小,大,大,大,奇,奇,偶,0,0,0,质,合,合,合,6
3085,13178,2013/7/4,624,6,2,4,12,6,2013,2,大,小,小,小,偶,偶,偶,0,2,1,合,质,合,质,4
3086,13179,2013/7/5,511,5,1,1,7,5,2013,7,大,小,小,大,奇,奇,奇,2,1,1,质,他,他,质,4
3087,13180,2013/7/6,669,6,6,9,21,14,2013,1,大,大,大,小,偶,偶,奇,0,0,0,合,合,合,他,3
3088,13181,2013/7/7,153,1,5,3,9,12,2013,9,小,大,小,大,奇,奇,奇,1,2,0,他,质,质,合,4
3089,13182,2013/7/8,658,6,5,8,19,10,2013,9,大,大,大,大,偶,奇,偶,0,2,2,合,质,合,合,3
3090,13183,2013/7/9,452,4,5,2,11,8,2013,1,小,大,小,小,偶,奇,偶,1,2,2,合,质,质,他,3
3091,13184,2013/7/10,829,8,2,9,19,8,2013,9,大,小,大,大,偶,偶,奇,2,2,0,合,质,合,合,7
3092,13185,2013/7/11,286,2,8,6,16,3,2013,6,小,大,大,大,偶,偶,偶,2,2,0,质,合,合,合,6
3093,13186,2013/7/12,592,5,9,2,16,0,2013,6,大,大,小,大,奇,奇,偶,2,0,2,质,合,质,合,7
3094,13187,2013/7/13,266,2,6,6,14,2,2013,4,小,大,大,小,偶,偶,偶,2,0,0,质,合,合,合,4
3095,13188,2013/7/14,654,6,5,4,15,1,2013,5,大,大,小,大,偶,奇,偶,0,2,1,合,质,合,质,2
3096,13189,2013/7/15,295,2,9,5,16,1,2013,6,小,大,大,大,偶,奇,奇,2,0,2,质,合,质,合,7
3097,13190,2013/7/16,157,1,5,7,13,3,2013,3,小,大,大,小,奇,奇,奇,1,2,1,他,质,质,质,6
3098,13191,2013/7/17,473,4,7,3,14,1,2013,4,小,大,小,小,偶,奇,奇,1,1,0,合,质,质,合,4
3099,13192,2013/7/18,556,5,5,6,16,2,2013,6,大,大,大,大,奇,奇,偶,2,2,0,质,质,合,合,1
3100,13193,2013/7/19,775,7,7,5,19,3,2013,9,大,大,大,大,奇,奇,奇,1,1,2,质,质,质,合,2
